N,Z,D to use,,,,,,,,,,,,,,,,,,,
88,72,-45937.2,,,,,,,,,,,,,,,,,,,
87,73,-35875.5,,,,,,,,,,,,,,,,,,,
86,74,-29361.8,,,,,,,,,,,,,,,,,,,
85,75,-16660,,,,,,,,,,,,,,,,,,,
101,60,-42961,,,,,,,,,,,,,,,,,,,
100,61,-50431,,,,,,,,,,,,,,,,,,,
99,62,-56979,,,,,,,,,,,,,,,,,,,
98,63,-61777,,,,,,,,,,,,,,,,,,,
97,64,-65512.7,,,,,,,,,,,,,,,,,,,
96,65,-67468.2,,,,,,,,,,,,,,,,,,,
95,66,-68061.1,,,,,,,,,,,,,,,,,,,
94,67,-67202.8,,,,,,,,,,,,,,,,,,,
93,68,-65209,,,,,,,,,,,,,,,,,,,
92,69,-61898.7,,,,,,,,,,,,,,,,,,,
91,70,-57844.2,,,,,,,,,,,,,,,,,,,
90,71,-52562.3,,,,,,,,,,,,,,,,,,,
89,72,-46318.7,,,,,,,,,,,,,,,,,,,
88,73,-38734,,,,,,,,,,,,,,,,,,,
87,74,-30407,,,,,,,,,,,,,,,,,,,
86,75,-20875.6,,,,,,,,,,,,,,,,,,,
101,61,-46305,,,,,,,,,,,,,,,,,,,
100,62,-54753,,,,,,,,,,,,,,,,,,,
99,63,-58647,,,,,,,,,,,,,,,,,,,
98,64,-64287.3,,,,,,,,,,,,,,,,,,,
97,65,-65681.3,,,,,,,,,,,,,,,,,,,
96,66,-68186.8,,,,,,,,,,,,,,,,,,,
95,67,-66047.1,,,,,,,,,,,,,,,,,,,
94,68,-66342.6,,,,,,,,,,,,,,,,,,,
93,69,-61483.6,,,,,,,,,,,,,,,,,,,
92,70,-59831.5,,,,,,,,,,,,,,,,,,,
91,71,-52836.9,,,,,,,,,,,,,,,,,,,
90,72,-49173.1,,,,,,,,,,,,,,,,,,,
89,73,-39782.4,,,,,,,,,,,,,,,,,,,
88,74,-34001.9,,,,,,,,,,,,,,,,,,,
87,75,-22354,,,,,,,,,,,,,,,,,,,
86,76,-14503,,,,,,,,,,,,,,,,,,,
102,61,-43147,,,,,,,,,,,,,,,,,,,
101,62,-50897,,,,,,,,,,,,,,,,,,,
100,63,-56626,,,,,,,,,,,,,,,,,,,
99,64,-61488,,,,,,,,,,,,,,,,,,,
98,65,-64601.4,,,,,,,,,,,,,,,,,,,
97,66,-66386.5,,,,,,,,,,,,,,,,,,,
96,67,-66383.9,,,,,,,,,,,,,,,,,,,
95,68,-65174.1,,,,,,,,,,,,,,,,,,,
94,69,-62735.1,,,,,,,,,,,,,,,,,,,
93,70,-59304.2,,,,,,,,,,,,,,,,,,,
92,71,-54791.4,,,,,,,,,,,,,,,,,,,
91,72,-49286.3,,,,,,,,,,,,,,,,,,,
90,73,-42541.1,,,,,,,,,,,,,,,,,,,
89,74,-34909.1,,,,,,,,,,,,,,,,,,,
88,75,-26006.8,,,,,,,,,,,,,,,,,,,
87,76,-16124,,,,,,,,,,,,,,,,,,,
102,62,-48177,,,,,,,,,,,,,,,,,,,
101,63,-53104,,,,,,,,,,,,,,,,,,,
100,64,-59746,,,,,,,,,,,,,,,,,,,
99,65,-62083.3,,,,,,,,,,,,,,,,,,,
98,66,-65973.3,,,,,,,,,,,,,,,,,,,
97,67,-64987.1,,,,,,,,,,,,,,,,,,,
96,68,-65949.6,,,,,,,,,,,,,,,,,,,
95,69,-61888.5,,,,,,,,,,,,,,,,,,,
94,70,-61022.7,,,,,,,,,,,,,,,,,,,
93,71,-54642.4,,,,,,,,,,,,,,,,,,,
92,72,-51821.5,,,,,,,,,,,,,,,,,,,
91,73,-43282.8,,,,,,,,,,,,,,,,,,,
90,74,-38233.7,,,,,,,,,,,,,,,,,,,
89,75,-27644,,,,,,,,,,,,,,,,,,,
88,76,-20459.7,,,,,,,,,,,,,,,,,,,
87,77,-7265.01,,,,,,,,,,,,,,,,,,,
103,62,-43799,,,,,,,,,,,,,,,,,,,
102,63,-50561,,,,,,,,,,,,,,,,,,,
101,64,-56467,,,,,,,,,,,,,,,,,,,
100,65,-60659,,,,,,,,,,,,,,,,,,,
99,66,-63617.9,,,,,,,,,,,,,,,,,,,
98,67,-64904.6,,,,,,,,,,,,,,,,,,,
97,68,-64528.3,,,,,,,,,,,,,,,,,,,
96,69,-62935.9,,,,,,,,,,,,,,,,,,,
95,70,-60287.2,,,,,,,,,,,,,,,,,,,
94,71,-56442.3,,,,,,,,,,,,,,,,,,,
93,72,-51635.5,,,,,,,,,,,,,,,,,,,
92,73,-45855.1,,,,,,,,,,,,,,,,,,,
91,74,-38862,,,,,,,,,,,,,,,,,,,
90,75,-30656.8,,,,,,,,,,,,,,,,,,,
89,76,-21646,,,,,,,,,,,,,,,,,,,
88,77,-11625,,,,,,,,,,,,,,,,,,,
103,63,-46603,,,,,,,,,,,,,,,,,,,
102,64,-54399,,,,,,,,,,,,,,,,,,,
101,65,-57760.1,,,,,,,,,,,,,,,,,,,
100,66,-62590.1,,,,,,,,,,,,,,,,,,,
99,67,-63076.9,,,,,,,,,,,,,,,,,,,
98,68,-64931.6,,,,,,,,,,,,,,,,,,,
97,69,-61893.9,,,,,,,,,,,,,,,,,,,
96,70,-61588.5,,,,,,,,,,,,,,,,,,,
95,71,-56021,,,,,,,,,,,,,,,,,,,
94,72,-53859,,,,,,,,,,,,,,,,,,,
93,73,-46097.8,,,,,,,,,,,,,,,,,,,
92,74,-41891.8,,,,,,,,,,,,,,,,,,,
91,75,-31850,,,,,,,,,,,,,,,,,,,
90,76,-25438.4,,,,,,,,,,,,,,,,,,,
89,77,-13205,,,,,,,,,,,,,,,,,,,
88,78,-4792.01,,,,,,,,,,,,,,,,,,,
104,63,-43585,,,,,,,,,,,,,,,,,,,
103,64,-50701,,,,,,,,,,,,,,,,,,,
102,65,-55843,,,,,,,,,,,,,,,,,,,
101,66,-59936.6,,,,,,,,,,,,,,,,,,,
100,67,-62286.6,,,,,,,,,,,,,,,,,,,
99,68,-63296.7,,,,,,,,,,,,,,,,,,,
98,69,-62548.3,,,,,,,,,,,,,,,,,,,
97,70,-60594.1,,,,,,,,,,,,,,,,,,,
96,71,-57501.1,,,,,,,,,,,,,,,,,,,
95,72,-53467.8,,,,,,,,,,,,,,,,,,,
94,73,-48351.1,,,,,,,,,,,,,,,,,,,
93,74,-42088.6,,,,,,,,,,,,,,,,,,,
92,75,-34837,,,,,,,,,,,,,,,,,,,
91,76,-26502.9,,,,,,,,,,,,,,,,,,,
90,77,-17078.8,,,,,,,,,,,,,,,,,,,
89,78,-6540.01,,,,,,,,,,,,,,,,,,,
104,64,-48102,,,,,,,,,,,,,,,,,,,
103,65,-52499,,,,,,,,,,,,,,,,,,,
102,66,-58564.2,,,,,,,,,,,,,,,,,,,
101,67,-60066.7,,,,,,,,,,,,,,,,,,,
100,68,-62996.7,,,,,,,,,,,,,,,,,,,
99,69,-61317.7,,,,,,,,,,,,,,,,,,,
98,70,-61574.6,,,,,,,,,,,,,,,,,,,
97,71,-57064.2,,,,,,,,,,,,,,,,,,,
96,72,-55360.6,,,,,,,,,,,,,,,,,,,
95,73,-48393.9,,,,,,,,,,,,,,,,,,,
94,74,-44890.2,,,,,,,,,,,,,,,,,,,
93,75,-35794.9,,,,,,,,,,,,,,,,,,,
92,76,-29990.7,,,,,,,,,,,,,,,,,,,
91,77,-18741,,,,,,,,,,,,,,,,,,,
90,78,-11037.5,,,,,,,,,,,,,,,,,,,
105,64,-43901,,,,,,,,,,,,,,,,,,,
104,65,-50096,,,,,,,,,,,,,,,,,,,
103,66,-55603.1,,,,,,,,,,,,,,,,,,,
102,67,-58803.1,,,,,,,,,,,,,,,,,,,
101,68,-60928.7,,,,,,,,,,,,,,,,,,,
100,69,-61280,,,,,,,,,,,,,,,,,,,
99,70,-60370.3,,,,,,,,,,,,,,,,,,,
98,71,-58077.3,,,,,,,,,,,,,,,,,,,
97,72,-54716.9,,,,,,,,,,,,,,,,,,,
96,73,-50290.4,,,,,,,,,,,,,,,,,,,
95,74,-44917.8,,,,,,,,,,,,,,,,,,,
94,75,-38385.8,,,,,,,,,,,,,,,,,,,
93,76,-30721.4,,,,,,,,,,,,,,,,,,,
92,77,-22081.1,,,,,,,,,,,,,,,,,,,
91,78,-12375,,,,,,,,,,,,,,,,,,,
90,79,-1788.01,,,,,,,,,,,,,,,,,,,
105,65,-46342,,,,,,,,,,,,,,,,,,,
104,66,-53663,,,,,,,,,,,,,,,,,,,
103,67,-56244.6,,,,,,,,,,,,,,,,,,,
102,68,-60114.6,,,,,,,,,,,,,,,,,,,
101,69,-59800.6,,,,,,,,,,,,,,,,,,,
100,70,-60769,,,,,,,,,,,,,,,,,,,
99,71,-57310.2,,,,,,,,,,,,,,,,,,,
98,72,-56253.9,,,,,,,,,,,,,,,,,,,
97,73,-50137.7,,,,,,,,,,,,,,,,,,,
96,74,-47293.4,,,,,,,,,,,,,,,,,,,
95,75,-38917.8,,,,,,,,,,,,,,,,,,,
94,76,-33927.8,,,,,,,,,,,,,,,,,,,
93,77,-23320,,,,,,,,,,,,,,,,,,,
92,78,-16305.5,,,,,,,,,,,,,,,,,,,
91,79,-3612.01,,,,,,,,,,,,,,,,,,,
106,65,-43501,,,,,,,,,,,,,,,,,,,
105,66,-50114,,,,,,,,,,,,,,,,,,,
104,67,-54524.9,,,,,,,,,,,,,,,,,,,
103,68,-57724.9,,,,,,,,,,,,,,,,,,,
102,69,-59215.6,,,,,,,,,,,,,,,,,,,
101,70,-59312.1,,,,,,,,,,,,,,,,,,,
100,71,-57833.5,,,,,,,,,,,,,,,,,,,
99,72,-55431.3,,,,,,,,,,,,,,,,,,,
98,73,-51720.3,,,,,,,,,,,,,,,,,,,
97,74,-47086.1,,,,,,,,,,,,,,,,,,,
96,75,-41250.3,,,,,,,,,,,,,,,,,,,
95,76,-34293.1,,,,,,,,,,,,,,,,,,,
94,77,-26430.2,,,,,,,,,,,,,,,,,,,
93,78,-17470.6,,,,,,,,,,,,,,,,,,,
92,79,-7564.77,,,,,,,,,,,,,,,,,,,
91,80,3502.01,,,,,,,,,,,,,,,,,,,
106,66,-47730,,,,,,,,,,,,,,,,,,,
105,67,-51400,,,,,,,,,,,,,,,,,,,
104,68,-56489.4,,,,,,,,,,,,,,,,,,,
103,69,-57380,,,,,,,,,,,,,,,,,,,
102,70,-59260.3,,,,,,,,,,,,,,,,,,,
101,71,-56741.3,,,,,,,,,,,,,,,,,,,
100,72,-56403.5,,,,,,,,,,,,,,,,,,,
99,73,-51330,,,,,,,,,,,,,,,,,,,
98,74,-49097.2,,,,,,,,,,,,,,,,,,,
97,75,-41523.2,,,,,,,,,,,,,,,,,,,
96,76,-37238.1,,,,,,,,,,,,,,,,,,,
95,77,-27520,,,,,,,,,,,,,,,,,,,
94,78,-21101,,,,,,,,,,,,,,,,,,,
93,79,-9282.01,,,,,,,,,,,,,,,,,,,
92,80,-1087.35,,,,,,,,,,,,,,,,,,,
107,66,-43780,,,,,,,,,,,,,,,,,,,
106,67,-49099,,,,,,,,,,,,,,,,,,,
105,68,-53654,,,,,,,,,,,,,,,,,,,
104,69,-56258.9,,,,,,,,,,,,,,,,,,,
103,70,-57556.3,,,,,,,,,,,,,,,,,,,
102,71,-56885.8,,,,,,,,,,,,,,,,,,,
101,72,-55411.8,,,,,,,,,,,,,,,,,,,
100,73,-52396.5,,,,,,,,,,,,,,,,,,,
99,74,-48727.4,,,,,,,,,,,,,,,,,,,
98,75,-43553.9,,,,,,,,,,,,,,,,,,,
97,76,-37438.2,,,,,,,,,,,,,,,,,,,
96,77,-30271.9,,,,,,,,,,,,,,,,,,,
95,78,-21941.6,,,,,,,,,,,,,,,,,,,
94,79,-12819.8,,,,,,,,,,,,,,,,,,,
93,80,-2569.01,,,,,,,,,,,,,,,,,,,
107,67,-45503,,,,,,,,,,,,,,,,,,,
106,68,-51949,,,,,,,,,,,,,,,,,,,
105,69,-53869.6,,,,,,,,,,,,,,,,,,,
104,70,-56949.6,,,,,,,,,,,,,,,,,,,
103,71,-55575.3,,,,,,,,,,,,,,,,,,,
102,72,-55846.6,,,,,,,,,,,,,,,,,,,
101,73,-51740.8,,,,,,,,,,,,,,,,,,,
100,74,-50227.1,,,,,,,,,,,,,,,,,,,
99,75,-43673.1,,,,,,,,,,,,,,,,,,,
98,76,-39996.3,,,,,,,,,,,,,,,,,,,
97,77,-30868.7,,,,,,,,,,,,,,,,,,,
96,78,-25319.2,,,,,,,,,,,,,,,,,,,
95,79,-14195,,,,,,,,,,,,,,,,,,,
94,80,-6647.43,,,,,,,,,,,,,,,,,,,
108,67,-42802,,,,,,,,,,,,,,,,,,,
107,68,-48652,,,,,,,,,,,,,,,,,,,
106,69,-52315.6,,,,,,,,,,,,,,,,,,,
105,70,-54700.6,,,,,,,,,,,,,,,,,,,
104,71,-55170.7,,,,,,,,,,,,,,,,,,,
103,72,-54483.8,,,,,,,,,,,,,,,,,,,
102,73,-52408.6,,,,,,,,,,,,,,,,,,,
101,74,-49632.8,,,,,,,,,,,,,,,,,,,
100,75,-45288.3,,,,,,,,,,,,,,,,,,,
99,76,-40104.7,,,,,,,,,,,,,,,,,,,
98,77,-33428.6,,,,,,,,,,,,,,,,,,,
97,78,-25690.1,,,,,,,,,,,,,,,,,,,
96,79,-17443.1,,,,,,,,,,,,,,,,,,,
95,80,-7989.17,,,,,,,,,,,,,,,,,,,
108,68,-46500,,,,,,,,,,,,,,,,,,,
107,69,-49374.1,,,,,,,,,,,,,,,,,,,
106,70,-53494.1,,,,,,,,,,,,,,,,,,,
105,71,-53387.4,,,,,,,,,,,,,,,,,,,
104,72,-54577.5,,,,,,,,,,,,,,,,,,,
103,73,-51365.4,,,,,,,,,,,,,,,,,,,
102,74,-50641.6,,,,,,,,,,,,,,,,,,,
101,75,-45062.9,,,,,,,,,,,,,,,,,,,
100,76,-42097.9,,,,,,,,,,,,,,,,,,,
99,77,-33861,,,,,,,,,,,,,,,,,,,
98,78,-28927.9,,,,,,,,,,,,,,,,,,,
97,79,-18537,,,,,,,,,,,,,,,,,,,
96,80,-11779.1,,,,,,,,,,,,,,,,,,,
95,81,550.01,,,,,,,,,,,,,,,,,,,
109,68,-42802,,,,,,,,,,,,,,,,,,,
108,69,-47469,,,,,,,,,,,,,,,,,,,
107,70,-50989.2,,,,,,,,,,,,,,,,,,,
106,71,-52389,,,,,,,,,,,,,,,,,,,
105,72,-52889.6,,,,,,,,,,,,,,,,,,,
104,73,-51723.6,,,,,,,,,,,,,,,,,,,
103,74,-49701.7,,,,,,,,,,,,,,,,,,,
102,75,-46269.2,,,,,,,,,,,,,,,,,,,
101,76,-41949.5,,,,,,,,,,,,,,,,,,,
100,77,-36047.4,,,,,,,,,,,,,,,,,,,
99,78,-29370.5,,,,,,,,,,,,,,,,,,,
98,79,-21550.2,,,,,,,,,,,,,,,,,,,
97,80,-12780.9,,,,,,,,,,,,,,,,,,,
96,81,-3327.96,,,,,,,,,,,,,,,,,,,
109,69,-44116,,,,,,,,,,,,,,,,,,,
108,70,-49698.3,,,,,,,,,,,,,,,,,,,
107,71,-50343,,,,,,,,,,,,,,,,,,,
106,72,-52444.3,,,,,,,,,,,,,,,,,,,
105,73,-50507.3,,,,,,,,,,,,,,,,,,,
104,74,-50416,,,,,,,,,,,,,,,,,,,
103,75,-45653.5,,,,,,,,,,,,,,,,,,,
102,76,-43546.2,,,,,,,,,,,,,,,,,,,
101,77,-36251.9,,,,,,,,,,,,,,,,,,,
100,78,-31998,,,,,,,,,,,,,,,,,,,
99,79,-22326.1,,,,,,,,,,,,,,,,,,,
98,80,-16316.8,,,,,,,,,,,,,,,,,,,
97,81,-4754.01,,,,,,,,,,,,,,,,,,,
96,82,3567.8,,,,,,,,,,,,,,,,,,,
110,69,-41601,,,,,,,,,,,,,,,,,,,
109,70,-46416,,,,,,,,,,,,,,,,,,,
108,71,-49064.2,,,,,,,,,,,,,,,,,,,
107,72,-50471.9,,,,,,,,,,,,,,,,,,,
106,73,-50366.3,,,,,,,,,,,,,,,,,,,
105,74,-49303.6,,,,,,,,,,,,,,,,,,,
104,75,-46586.2,,,,,,,,,,,,,,,,,,,
103,76,-43020.1,,,,,,,,,,,,,,,,,,,
102,77,-38077.4,,,,,,,,,,,,,,,,,,,
101,78,-32263.8,,,,,,,,,,,,,,,,,,,
100,79,-24952.1,,,,,,,,,,,,,,,,,,,
99,80,-16921.6,,,,,,,,,,,,,,,,,,,
98,81,-8300.47,,,,,,,,,,,,,,,,,,,
97,82,2003.01,,,,,,,,,,,,,,,,,,,
110,70,-44404,,,,,,,,,,,,,,,,,,,
109,71,-46685.4,,,,,,,,,,,,,,,,,,,
108,72,-49788.4,,,,,,,,,,,,,,,,,,,
107,73,-48936.2,,,,,,,,,,,,,,,,,,,
106,74,-49644.5,,,,,,,,,,,,,,,,,,,
105,75,-45839.7,,,,,,,,,,,,,,,,,,,
104,76,-44358.9,,,,,,,,,,,,,,,,,,,
103,77,-37977.5,,,,,,,,,,,,,,,,,,,
102,78,-34436,,,,,,,,,,,,,,,,,,,
101,79,-25596.4,,,,,,,,,,,,,,,,,,,
100,80,-20244.7,,,,,,,,,,,,,,,,,,,
99,81,-9403.01,,,,,,,,,,,,,,,,,,,
98,82,-1939.21,,,,,,,,,,,,,,,,,,,
111,70,-40846,,,,,,,,,,,,,,,,,,,
110,71,-44740,,,,,,,,,,,,,,,,,,,
109,72,-47411.9,,,,,,,,,,,,,,,,,,,
108,73,-48441.6,,,,,,,,,,,,,,,,,,,
107,74,-48254,,,,,,,,,,,,,,,,,,,
106,75,-46511.4,,,,,,,,,,,,,,,,,,,
105,76,-43552.9,,,,,,,,,,,,,,,,,,,
104,77,-39471.8,,,,,,,,,,,,,,,,,,,
103,78,-34374.7,,,,,,,,,,,,,,,,,,,
102,79,-27871.2,,,,,,,,,,,,,,,,,,,
101,80,-20661.2,,,,,,,,,,,,,,,,,,,
100,81,-12801.1,,,,,,,,,,,,,,,,,,,
99,82,-3144.76,,,,,,,,,,,,,,,,,,,
111,71,-41880,,,,,,,,,,,,,,,,,,,
110,72,-46058.6,,,,,,,,,,,,,,,,,,,
109,73,-46433.3,,,,,,,,,,,,,,,,,,,
108,74,-48247.5,,,,,,,,,,,,,,,,,,,
107,75,-45447.5,,,,,,,,,,,,,,,,,,,
106,76,-44609.1,,,,,,,,,,,,,,,,,,,
105,77,-39051.7,,,,,,,,,,,,,,,,,,,
104,78,-36169.3,,,,,,,,,,,,,,,,,,,
103,79,-28300.8,,,,,,,,,,,,,,,,,,,
102,80,-23576.1,,,,,,,,,,,,,,,,,,,
101,81,-13351,,,,,,,,,,,,,,,,,,,
100,82,-6826.14,,,,,,,,,,,,,,,,,,,
112,71,-39523,,,,,,,,,,,,,,,,,,,
111,72,-43286.1,,,,,,,,,,,,,,,,,,,
110,73,-45296.1,,,,,,,,,,,,,,,,,,,
109,74,-46367,,,,,,,,,,,,,,,,,,,
108,75,-45811,,,,,,,,,,,,,,,,,,,
107,76,-43662.8,,,,,,,,,,,,,,,,,,,
106,77,-40197.3,,,,,,,,,,,,,,,,,,,
105,78,-35772.4,,,,,,,,,,,,,,,,,,,
104,79,-30186.9,,,,,,,,,,,,,,,,,,,
103,80,-23799.8,,,,,,,,,,,,,,,,,,,
102,81,-16587.3,,,,,,,,,,,,,,,,,,,
101,82,-7568.73,,,,,,,,,,,,,,,,,,,
113,71,-36412,,,,,,,,,,,,,,,,,,,
112,72,-41501.3,,,,,,,,,,,,,,,,,,,
111,73,-42841.3,,,,,,,,,,,,,,,,,,,
110,74,-45707.3,,,,,,,,,,,,,,,,,,,
109,75,-44226.6,,,,,,,,,,,,,,,,,,,
108,76,-44256.1,,,,,,,,,,,,,,,,,,,
107,77,-39610.9,,,,,,,,,,,,,,,,,,,
106,78,-37332.2,,,,,,,,,,,,,,,,,,,
105,79,-30318.7,,,,,,,,,,,,,,,,,,,
104,80,-26349.1,,,,,,,,,,,,,,,,,,,
103,81,-16885.1,,,,,,,,,,,,,,,,,,,
102,82,-11045.3,,,,,,,,,,,,,,,,,,,
101,83,1047.01,,,,,,,,,,,,,,,,,,,
113,72,-38359,,,,,,,,,,,,,,,,,,,
112,73,-41396.2,,,,,,,,,,,,,,,,,,,
111,74,-43389.7,,,,,,,,,,,,,,,,,,,
110,75,-43822.2,,,,,,,,,,,,,,,,,,,
109,76,-42809.4,,,,,,,,,,,,,,,,,,,
108,77,-40335.6,,,,,,,,,,,,,,,,,,,
107,78,-36683.2,,,,,,,,,,,,,,,,,,,
106,79,-31867,,,,,,,,,,,,,,,,,,,
105,80,-26175.8,,,,,,,,,,,,,,,,,,,
104,81,-19755.8,,,,,,,,,,,,,,,,,,,
103,82,-11541.3,,,,,,,,,,,,,,,,,,,
102,83,-2213.01,,,,,,,,,,,,,,,,,,,
114,72,-36431,,,,,,,,,,,,,,,,,,,
113,73,-38608.5,,,,,,,,,,,,,,,,,,,
112,74,-42509.5,,,,,,,,,,,,,,,,,,,
111,75,-41930.2,,,,,,,,,,,,,,,,,,,
110,76,-42999.5,,,,,,,,,,,,,,,,,,,
109,77,-39173,,,,,,,,,,,,,,,,,,,
108,78,-37864.5,,,,,,,,,,,,,,,,,,,
107,79,-31714.9,,,,,,,,,,,,,,,,,,,
106,80,-28539.3,,,,,,,,,,,,,,,,,,,
105,81,-20190.1,,,,,,,,,,,,,,,,,,,
104,82,-14681.3,,,,,,,,,,,,,,,,,,,
103,83,-3169.29,,,,,,,,,,,,,,,,,,,
115,72,-32984,,,,,,,,,,,,,,,,,,,
114,73,-36766,,,,,,,,,,,,,,,,,,,
113,74,-39904.8,,,,,,,,,,,,,,,,,,,
112,75,-41215.7,,,,,,,,,,,,,,,,,,,
111,76,-41218.2,,,,,,,,,,,,,,,,,,,
110,77,-39715.8,,,,,,,,,,,,,,,,,,,
109,78,-36713,,,,,,,,,,,,,,,,,,,
108,79,-33005.1,,,,,,,,,,,,,,,,,,,
107,80,-28117.9,,,,,,,,,,,,,,,,,,,
106,81,-22443.5,,,,,,,,,,,,,,,,,,,
105,82,-14979.9,,,,,,,,,,,,,,,,,,,
104,83,-6373.44,,,,,,,,,,,,,,,,,,,
116,72,-30879,,,,,,,,,,,,,,,,,,,
115,73,-33813,,,,,,,,,,,,,,,,,,,
114,74,-38667.2,,,,,,,,,,,,,,,,,,,
113,75,-39016.2,,,,,,,,,,,,,,,,,,,
112,76,-41136.4,,,,,,,,,,,,,,,,,,,
111,77,-38328.1,,,,,,,,,,,,,,,,,,,
110,78,-37823,,,,,,,,,,,,,,,,,,,
109,79,-32300.8,,,,,,,,,,,,,,,,,,,
108,80,-30201.8,,,,,,,,,,,,,,,,,,,
107,81,-22346.7,,,,,,,,,,,,,,,,,,,
106,82,-17815.4,,,,,,,,,,,,,,,,,,,
105,83,-7204.96,,,,,,,,,,,,,,,,,,,
104,84,-538.359,,,,,,,,,,,,,,,,,,,
116,73,-31829,,,,,,,,,,,,,,,,,,,
115,74,-35477.9,,,,,,,,,,,,,,,,,,,
114,75,-37977.9,,,,,,,,,,,,,,,,,,,
113,76,-38985.4,,,,,,,,,,,,,,,,,,,
112,77,-38453.1,,,,,,,,,,,,,,,,,,,
111,78,-36483.2,,,,,,,,,,,,,,,,,,,
110,79,-33582,,,,,,,,,,,,,,,,,,,
109,80,-29630.8,,,,,,,,,,,,,,,,,,,
108,81,-24602.2,,,,,,,,,,,,,,,,,,,
107,82,-17878.2,,,,,,,,,,,,,,,,,,,
106,83,-10061.1,,,,,,,,,,,,,,,,,,,
105,84,-1415.35,,,,,,,,,,,,,,,,,,,
117,73,-28662,,,,,,,,,,,,,,,,,,,
116,74,-34296.3,,,,,,,,,,,,,,,,,,,
115,75,-35566.3,,,,,,,,,,,,,,,,,,,
114,76,-38706.3,,,,,,,,,,,,,,,,,,,
113,77,-36751.2,,,,,,,,,,,,,,,,,,,
112,78,-37323.4,,,,,,,,,,,,,,,,,,,
111,79,-32881.4,,,,,,,,,,,,,,,,,,,
110,80,-31370.4,,,,,,,,,,,,,,,,,,,
109,81,-24333.3,,,,,,,,,,,,,,,,,,,
108,82,-20416.9,,,,,,,,,,,,,,,,,,,
107,83,-10903,,,,,,,,,,,,,,,,,,,
106,84,-4563.22,,,,,,,,,,,,,,,,,,,
117,74,-31112,,,,,,,,,,,,,,,,,,,
116,75,-34348.6,,,,,,,,,,,,,,,,,,,
115,76,-36393.7,,,,,,,,,,,,,,,,,,,
114,77,-36706.4,,,,,,,,,,,,,,,,,,,
113,78,-35698,,,,,,,,,,,,,,,,,,,
112,79,-33809.3,,,,,,,,,,,,,,,,,,,
111,80,-30593,,,,,,,,,,,,,,,,,,,
110,81,-26281,,,,,,,,,,,,,,,,,,,
109,82,-20246,,,,,,,,,,,,,,,,,,,
108,83,-13240.1,,,,,,,,,,,,,,,,,,,
107,84,-5053.83,,,,,,,,,,,,,,,,,,,
118,74,-29649,,,,,,,,,,,,,,,,,,,
117,75,-31708,,,,,,,,,,,,,,,,,,,
116,76,-35880.5,,,,,,,,,,,,,,,,,,,
115,77,-34833.2,,,,,,,,,,,,,,,,,,,
114,78,-36292.9,,,,,,,,,,,,,,,,,,,
113,79,-32776.5,,,,,,,,,,,,,,,,,,,
112,80,-32011.4,,,,,,,,,,,,,,,,,,,
111,81,-25872.2,,,,,,,,,,,,,,,,,,,
110,82,-22556,,,,,,,,,,,,,,,,,,,
109,83,-13545.8,,,,,,,,,,,,,,,,,,,
108,84,-8071.26,,,,,,,,,,,,,,,,,,,
118,75,-30302,,,,,,,,,,,,,,,,,,,
117,76,-33392.6,,,,,,,,,,,,,,,,,,,
116,77,-34533.8,,,,,,,,,,,,,,,,,,,
115,78,-34477,,,,,,,,,,,,,,,,,,,
114,79,-33394.3,,,,,,,,,,,,,,,,,,,
113,80,-31051,,,,,,,,,,,,,,,,,,,
112,81,-27318.9,,,,,,,,,,,,,,,,,,,
111,82,-22194.5,,,,,,,,,,,,,,,,,,,
110,83,-15872.9,,,,,,,,,,,,,,,,,,,
109,84,-8359.9,,,,,,,,,,,,,,,,,,,
108,85,-146.14,,,,,,,,,,,,,,,,,,,
119,75,-27554,,,,,,,,,,,,,,,,,,,
118,76,-32432.7,,,,,,,,,,,,,,,,,,,
117,77,-32529.3,,,,,,,,,,,,,,,,,,,
116,78,-34763.1,,,,,,,,,,,,,,,,,,,
115,79,-32262.1,,,,,,,,,,,,,,,,,,,
114,80,-32193,,,,,,,,,,,,,,,,,,,
113,81,-26827,,,,,,,,,,,,,,,,,,,
112,82,-24207.6,,,,,,,,,,,,,,,,,,,
111,83,-15990.1,,,,,,,,,,,,,,,,,,,
110,84,-11005,,,,,,,,,,,,,,,,,,,
109,85,-1187.58,,,,,,,,,,,,,,,,,,,
119,76,-29689.8,,,,,,,,,,,,,,,,,,,
118,77,-31689.8,,,,,,,,,,,,,,,,,,,
117,78,-32796.8,,,,,,,,,,,,,,,,,,,
116,79,-32570,,,,,,,,,,,,,,,,,,,
115,80,-31000,,,,,,,,,,,,,,,,,,,
114,81,-28155,,,,,,,,,,,,,,,,,,,
113,82,-23713.9,,,,,,,,,,,,,,,,,,,
112,83,-18023.7,,,,,,,,,,,,,,,,,,,
111,84,-11074.8,,,,,,,,,,,,,,,,,,,
110,85,-3476.24,,,,,,,,,,,,,,,,,,,
109,86,5065.181,,,,,,,,,,,,,,,,,,,
120,76,-28280.8,,,,,,,,,,,,,,,,,,,
119,77,-29438.4,,,,,,,,,,,,,,,,,,,
118,78,-32647.4,,,,,,,,,,,,,,,,,,,
117,79,-31140,,,,,,,,,,,,,,,,,,,
116,80,-31826.7,,,,,,,,,,,,,,,,,,,
115,81,-27496.6,,,,,,,,,,,,,,,,,,,
114,82,-25360.8,,,,,,,,,,,,,,,,,,,
