Z,N,UQ,DQ,Mass Excess [MeV],Mass Error,Mass Estimated,Neutron separation energy [MeV],Separation Error,Seperation Estimated
0,1,1,2,8.07131713,4.00E-07,0,0,0,0
1,0,2,1,7.28897061,0,0,NaN,NaN,
1,1,3,3,13.13572176,1.00E-07,0,2.22457,0,0
1,2,4,5,14.94980993,2.00E-07,0,6.25723,0,0
1,3,5,7,24.621127,0.1,0,-1.6,0.1,0
1,4,6,9,32.892444,0.089443,0,-0.2,0.13416,0
1,5,7,11,41.875721,0.254127,0,-0.91196,0.26941,0
1,6,8,13,49.135,1.004,1,0.812,1.036,1
2,1,5,4,14.93121793,2.00E-07,0,NaN,NaN,
2,2,6,6,2.42491561,0,0,20.57762,0,0
2,3,7,8,11.231233,0.02,0,-0.735,0.02,0
2,4,8,10,17.592095,0.000053,0,1.71045,0.02,0
2,5,9,12,26.073126,0.007559,0,-0.40971,0.00756,0
2,6,10,14,31.609681,0.000089,0,2.53476,0.00756,0
2,7,11,16,40.935826,0.046816,0,-1.25483,0.04682,0
2,8,12,18,49.197143,0.092848,0,-0.19,0.10398,0
3,0,6,3,28.667,2,1,NaN,NaN,
3,1,7,5,25.323189,0.212132,0,11.415,2.011,1
3,2,8,7,11.678886,0.05,0,21.71562,0.21794,0
3,3,9,9,14.08687895,0.0000014,0,5.66332,0.05,0
3,4,10,11,14.90710529,0.0000042,0,7.25109,0,0
3,5,11,13,20.945804,0.000047,0,2.03262,0.00005,0
3,6,12,15,24.954902,0.000186,0,4.06222,0.00019,0
3,7,13,17,33.052624,0.012721,0,-0.0264,0.01272,0
3,8,14,19,40.728254,0.000615,0,0.39569,0.01274,0
3,9,15,21,49.009571,0.030006,0,-0.21,0.03,0
3,10,16,23,56.980888,0.070003,0,0.1,0.07616,0
4,1,9,6,37.139,2.003,1,NaN,NaN,
4,2,10,8,18.375033,0.005448,0,26.835,2.003,1
4,3,11,10,15.768999,0.000071,0,10.67735,0.00545,0
4,4,12,12,4.941671,0.000035,0,18.89864,0.00008,0
4,5,13,14,11.348453,0.000077,0,1.66454,0.00008,0
4,6,14,16,12.607488,0.000081,0,6.81228,0.00005,0
4,7,15,18,20.177167,0.000238,0,0.50164,0.00025,0
4,8,16,20,25.07776,0.001909,0,3.17072,0.00192,0
4,9,17,22,33.659077,0.01018,0,-0.51,0.01,0
4,10,18,24,39.954498,0.132245,0,1.7759,0.13264,0
4,11,19,26,49.825815,0.165797,0,-1.8,0.1,0
4,12,20,28,57.447132,0.165797,0,0.45,0.14142,0
5,1,11,7,47.32,2.003,1,NaN,NaN,
5,2,12,9,27.67655,0.02515,0,27.715,2.003,1
5,3,13,11,22.921567,0.001,0,12.8263,0.02517,0
5,4,14,13,12.416488,0.000903,0,18.5764,0.00135,0
5,5,15,15,12.050609,0.000015,0,8.4372,0.0009,0
5,6,16,17,8.667707,0.000012,0,11.45422,0.00002,0
5,7,17,19,13.369397,0.001321,0,3.36963,0.00132,0
5,8,18,21,16.561947,0.001,0,4.87877,0.00166,0
5,9,19,23,23.663685,0.021213,0,0.96958,0.02124,0
5,10,20,25,28.958242,0.021032,0,2.77676,0.02987,0
5,11,21,27,37.11251,0.024569,0,-0.08295,0.0146,0
5,12,22,29,43.716317,0.204104,0,1.46751,0.20558,0
5,13,23,31,51.792634,0.204165,0,-0.005,0.005,0
5,14,24,33,59.770244,0.525363,0,0.09371,0.56364,0
5,15,25,35,68.45,0.8,1,-0.608,0.957,1
5,16,26,37,77.33,0.9,1,-0.809,1.204,1
6,2,14,10,35.064268,0.018243,0,NaN,NaN,
6,3,15,12,28.910972,0.002137,0,14.22461,0.01837,0
6,4,16,14,15.698672,0.00007,0,21.28362,0.00214,0
6,5,17,16,10.649396,0.00006,0,13.12059,0.00009,0
6,6,18,18,0,0,0,18.72071,0.00006,0
6,7,19,20,3.12500888,2.00E-07,0,4.94631,0,0
6,8,20,22,3.01989278,0.0000037,0,8.17643,0,0
6,9,21,24,9.873144,0.0008,0,1.21807,0.0008,0
6,10,22,26,13.694132,0.003578,0,4.25033,0.00367,0
6,11,23,28,21.031898,0.017365,0,0.73355,0.01773,0
6,12,24,30,24.919264,0.03,0,4.18395,0.03466,0
6,13,25,32,32.413752,0.098389,0,0.57683,0.0937,0
6,14,26,34,37.503563,0.230625,0,2.98151,0.25074,0
6,15,27,36,45.643,0.596,1,-0.068,0.639,1
6,16,28,38,53.611197,0.23149,0,0.103,0.64,1
6,17,29,40,64.171,0.997,1,-2.488,1.023,1
7,3,17,13,38.800026,0.4,0,NaN,NaN,
7,4,18,15,24.303559,0.046154,0,22.56778,0.40265,0
7,5,19,17,17.338068,0.001,0,15.03681,0.04616,0
7,6,20,19,5.345481,0.00027,0,20.0639,0.00104,0
7,7,21,21,2.86341672,1.00E-07,0,10.55338,0.00027,0
7,8,22,23,0.10143871,6.00E-07,0,10.8333,0,0
7,9,23,25,5.683907,0.002301,0,2.48885,0.0023,0
7,10,24,27,7.870079,0.015,0,5.88515,0.01518,0
7,11,25,29,13.113168,0.01857,0,2.82823,0.02387,0
7,12,26,31,15.856282,0.016404,0,5.3282,0.02478,0
7,13,27,33,21.766496,0.078894,0,2.1611,0.08058,0
7,14,28,35,25.231913,0.134048,0,4.6059,0.15554,0
7,15,29,37,31.764801,0.207779,0,1.53843,0.24727,0
7,16,30,39,36.720425,0.42057,0,3.11569,0.4691,0
7,17,31,41,46.938,0.401,1,-2.146,0.581,1
7,18,32,43,55.983,0.503,1,-0.973,0.643,1
8,4,20,16,31.914613,0.024,0,NaN,NaN,
8,5,21,18,23.115432,0.009526,0,16.8705,0.02582,0
8,6,22,20,8.007781,0.000025,0,23.17897,0.00953,0
8,7,23,22,2.855605,0.000491,0,13.22349,0.00049,0
8,8,24,24,-4.73700135,1.00E-07,0,15.66392,0.00049,0
8,9,25,26,-0.80876348,6.00E-07,0,4.14308,0,0
8,10,26,28,-0.7828156,7.00E-07,0,8.04537,0,0
8,11,27,30,3.332858,0.002637,0,3.95564,0.00264,0
8,12,28,32,3.796172,0.000885,0,7.608,0.00278,0
8,13,29,34,8.062035,0.012,0,3.80545,0.01203,0
8,14,30,36,9.283033,0.056921,0,6.85032,0.05817,0
8,15,31,38,14.621369,0.121712,0,2.73298,0.13436,0
8,16,32,40,18.500402,0.164874,0,4.19228,0.20493,0
8,17,33,42,27.329027,0.165084,0,-0.75731,0.00832,0
8,18,34,44,34.661037,0.16495,0,0.73931,0.00971,0
8,19,35,46,44.67,0.5,1,-1.937,0.527,1
8,20,36,48,52.08,0.699,1,0.661,0.859,1
9,5,23,19,31.964402,0.041119,0,NaN,NaN,
9,6,24,21,16.566751,0.014,0,23.46897,0.04344,0
9,7,25,23,10.680253,0.008321,0,13.95782,0.01629,0
9,8,26,25,1.951702,0.000248,0,16.79987,0.00832,0
9,9,27,27,0.873113,0.000463,0,9.14991,0.00053,0
9,10,28,29,-1.4874442,8.00E-07,0,10.43187,0.00046,0
9,11,29,31,-0.017463,0.00003,0,6.60134,0.00003,0
9,12,30,33,-0.047605,0.0018,0,8.10146,0.0018,0
9,13,31,35,2.793373,0.012399,0,5.23034,0.01253,0
9,14,32,37,3.285263,0.03332,0,7.57943,0.03555,0
9,15,33,39,7.544515,0.09767,0,3.81206,0.1032,0
9,16,34,41,11.334166,0.096442,0,4.28167,0.13726,0
9,17,35,43,18.648875,0.111199,0,0.75661,0.1472,0
9,18,36,45,25.450279,0.38983,0,1.26991,0.40538,0
9,19,37,47,33.741596,0.393024,0,-0.22,0.05,0
9,20,38,49,40.150186,0.525363,0,1.66273,0.6561,0
9,21,39,51,48.112,0.596,1,0.11,0.795,1
9,22,40,53,56.143,0.546,1,0.04,0.809,1
10,5,25,20,40.215373,0.066684,0,NaN,NaN,
10,6,26,22,23.986776,0.02048,0,24.29991,0.06976,0
10,7,27,24,16.500447,0.000354,0,15.55765,0.02048,0
10,8,28,26,5.317614,0.000363,0,19.25415,0.00051,0
10,9,29,28,1.75205,0.00016,0,11.63688,0.0004,0
10,10,30,30,-7.04193055,0.0000015,0,16.8653,0.00016,0
10,11,31,32,-5.731776,0.000038,0,6.76116,0.00004,0
10,12,32,34,-8.024719,0.000018,0,10.36426,0.00004,0
10,13,33,36,-5.154049,0.000104,0,5.20065,0.0001,0
10,14,34,38,-5.951646,0.000513,0,8.86891,0.00052,0
10,15,35,40,-2.035502,0.029045,0,4.15517,0.02905,0
10,16,36,42,0.481114,0.018429,0,5.5547,0.0344,0
10,17,37,44,7.050909,0.09077,0,1.50152,0.09262,0
10,18,38,46,11.299737,0.126068,0,3.82249,0.15535,0
10,19,39,48,18.399801,0.149505,0,0.97125,0.19556,0
10,20,40,50,23.280117,0.25325,0,3.191,0.29409,0
10,21,41,52,31.181591,0.266195,0,0.16984,0.12654,0
10,22,42,54,36.999,0.503,1,2.254,0.569,1
10,23,43,56,45.997,0.596,1,-0.927,0.78,1
10,24,44,58,52.842,0.513,1,1.227,0.786,1
11,6,28,23,35.173214,1.001356,0,NaN,NaN,
11,7,29,25,25.037988,0.093881,0,18.20654,1.00575,0
11,8,30,27,12.92939,0.010535,0,20.17991,0.09447,0
11,9,31,29,6.850604,0.001114,0,14.1501,0.01059,0
11,10,32,31,-2.184631,0.000098,0,17.10655,0.00112,0
11,11,33,33,-5.181511,0.000171,0,11.0682,0.0002,0
11,12,34,35,-9.52985248,0.0000018,0,12.41966,0.00017,0
11,13,35,37,-8.417901,0.000017,0,6.95937,0.00002,0
11,14,36,39,-9.357813,0.0012,0,9.01123,0.0012,0
11,15,37,41,-6.86078,0.003502,0,5.57428,0.0037,0
11,16,38,43,-5.51779,0.003726,0,6.72833,0.00511,0
11,17,39,45,-0.988315,0.010246,0,3.54184,0.0109,0
11,18,40,47,2.679994,0.007337,0,4.40301,0.0126,0
11,19,41,49,8.47467,0.004727,0,2.27664,0.00873,0
11,20,42,51,12.246031,0.013972,0,4.29996,0.01475,0
11,21,43,53,18.640151,0.03726,0,1.6772,0.03979,0
11,22,44,55,23.78011,0.449912,0,2.93136,0.45145,0
11,23,45,57,31.680111,0.599416,0,0.17132,0.74948,0
11,24,46,59,38.231,0.67,1,1.52,0.3,1
11,25,47,61,46.303,0.678,1,0,0.1,1
11,26,48,63,53.534,0.687,1,0.84,0.18,1
12,7,31,26,31.828389,0.050001,0,NaN,NaN,
12,8,32,28,17.477692,0.001863,0,22.42201,0.05004,0
12,9,33,30,10.90385,0.000755,0,14.64516,0.00201,0
12,10,34,32,-0.399933,0.000313,0,19.3751,0.00082,0
12,11,35,34,-5.473513,0.000158,0,13.1449,0.00035,0
12,12,36,36,-13.933569,0.000013,0,16.53137,0.00016,0
12,13,37,38,-13.192783,0.000047,0,7.33053,0.00005,0
12,14,38,40,-16.214542,0.00003,0,11.09308,0.00004,0
12,15,39,42,-14.586611,0.00005,0,6.44339,0.00004,0
12,16,40,44,-15.018845,0.002001,0,8.50355,0.002,0
12,17,41,46,-10.602829,0.0114,0,3.6553,0.01157,0
12,18,42,48,-8.88382,0.003447,0,6.35231,0.01191,0
12,19,43,50,-3.122151,0.003074,0,2.30965,0.00462,0
12,20,44,52,-0.8289,0.00326,0,5.77807,0.00448,0
12,21,45,54,4.962297,0.002888,0,2.28012,0.00436,0
12,22,46,56,8.323348,0.028876,0,4.71027,0.02902,0
12,23,47,58,15.639784,0.269668,0,0.75488,0.27121,0
12,24,48,60,20.380157,0.690237,0,3.33094,0.74105,0
12,25,49,62,28.211474,0.698947,0,0.24,0.11,0
12,26,50,64,34.074,0.503,1,2.209,0.861,1
12,27,51,66,42.275,0.513,1,-0.13,0.1,1
12,28,52,68,48.35,0.5,1,1.997,0.716,1
13,8,34,29,26.99,0.596,1,NaN,NaN,
13,9,35,31,18.201,0.401,1,16.86,0.718,1
13,10,36,33,6.74807,0.000345,0,19.525,0.401,1
13,11,37,35,-0.048865,0.000233,0,14.86825,0.00042,0
13,12,38,37,-8.915975,0.000065,0,16.93843,0.00024,0
13,13,39,39,-12.210151,0.000067,0,11.36549,0.00007,0
13,14,40,41,-17.196861,0.000047,0,13.05803,0.00008,0
13,15,41,43,-16.850645,0.000077,0,7.7251,0.00006,0
13,16,42,45,-18.20776,0.000345,0,9.42843,0.00035,0
13,17,43,47,-15.864844,0.002888,0,5.7284,0.00291,0
13,18,44,49,-14.950706,0.002236,0,7.15718,0.00365,0
13,19,45,51,-11.099367,0.007173,0,4.21998,0.00751,0
13,20,46,53,-8.49738,0.006986,0,5.46933,0.01001,0
13,21,47,55,-3.000289,0.003074,0,2.57423,0.00763,0
13,22,48,57,-0.223728,0.007359,0,5.29476,0.00798,0
13,23,49,59,5.950384,0.149505,0,1.89721,0.14969,0
13,24,50,61,9.809563,0.180244,0,4.21214,0.23418,0
13,25,51,63,16.209859,0.374461,0,1.67102,0.41558,0
13,26,52,65,20.65,0.4,1,3.631,0.548,1
13,27,53,67,27.59,0.4,1,1.132,0.565,1
13,28,54,69,33.42,0.5,1,2.241,0.64,1
13,29,55,71,40.1,0.6,1,1.392,0.781,1
13,30,56,73,47.02,0.8,1,1.151,1,1
14,8,36,30,33.338,0.503,1,NaN,NaN,
14,9,37,32,23.697,0.503,1,17.712,0.711,1
14,10,38,34,10.745195,0.019472,0,21.023,0.503,1
14,11,39,36,3.827324,0.01,0,14.98919,0.02189,0
14,12,40,38,-7.141015,0.000108,0,19.03966,0.01,0
14,13,41,40,-12.384503,0.000107,0,13.3148,0.00015,0
14,14,42,42,-21.4927943,4.00E-07,0,17.17961,0.00011,0
14,15,43,44,-21.89507838,5.00E-07,0,8.4736,0,0
14,16,44,46,-24.43296,0.000022,0,10.6092,0.00002,0
14,17,45,48,-22.949036,0.000043,0,6.58739,0.00004,0
14,18,46,50,-24.077686,0.000298,0,9.19997,0.0003,0
14,19,47,52,-20.514325,0.000699,0,4.50796,0.00076,0
14,20,48,54,-19.956852,0.014118,0,7.51384,0.01413,0
14,21,49,56,-14.391457,0.035857,0,2.50592,0.03854,0
14,22,50,58,-12.436124,0.071797,0,6.11598,0.08025,0
14,23,51,60,-6.571511,0.113809,0,2.2067,0.13456,0
14,24,52,62,-4.170299,0.104793,0,5.6701,0.15471,0
14,25,53,64,2.320352,0.135532,0,1.58067,0.17132,0
14,26,54,66,5.429679,0.345119,0,4.96199,0.37078,0
14,27,55,68,12.119668,0.554705,0,1.38133,0.6533,0
14,28,56,70,16.47,0.5,1,3.721,0.747,1
14,29,57,72,23.101,0.596,1,1.44,0.778,1
14,30,58,74,28.513,0.596,1,2.659,0.843,1
14,31,59,76,37.49,0.7,1,-0.905,0.919,1
15,9,39,33,33.32,0.503,1,NaN,NaN,
15,10,40,35,19.738,0.401,1,21.652,0.643,1
15,11,41,37,10.973,0.196,1,16.837,0.446,1
15,12,42,39,-0.722458,0.02634,0,19.767,0.197,1
15,13,43,41,-7.14774,0.001152,0,14.4966,0.02637,0
15,14,44,43,-16.952848,0.000359,0,17.87643,0.00121,0
15,15,45,45,-20.200854,0.000065,0,11.31932,0.00036,0
15,16,46,47,-24.44054095,6.00E-07,0,12.311,0.00007,0
15,17,47,49,-24.304874,0.00004,0,7.93565,0.00004,0
15,18,48,51,-26.337346,0.00109,0,10.10379,0.00109,0
15,19,49,53,-24.548698,0.00081,0,6.28267,0.00136,0
15,20,50,55,-24.857799,0.001866,0,8.38042,0.00203,0
15,21,51,57,-20.251034,0.013114,0,3.46455,0.01324,0
15,22,52,59,-18.995998,0.037948,0,6.81628,0.04015,0
15,23,53,61,-14.621563,0.072581,0,3.69688,0.0819,0
15,24,54,63,-12.774634,0.112645,0,6.22439,0.134,0
15,25,55,65,-8.11437,0.153582,0,3.41105,0.19046,0
15,26,56,67,-4.979767,0.120163,0,4.93671,0.195,0
15,27,57,69,1.00974,0.314379,0,2.08181,0.33656,0
15,28,58,71,4.679826,0.554705,0,4.40123,0.6376,0
15,29,59,73,10.45,0.5,1,2.301,0.747,1
15,30,60,75,15.6,0.5,1,2.922,0.707,1
15,31,61,77,22.97,0.7,1,0.701,0.86,1
15,32,62,79,29.71,0.8,1,1.331,1.063,1
16,10,42,36,27.079,0.596,1,NaN,NaN,
16,11,43,38,17.028,0.401,1,18.122,0.718,1
16,12,44,40,4.073206,0.16,0,21.026,0.432,1
16,13,45,42,-3.156416,0.05,0,15.30094,0.16763,0
16,14,46,44,-14.059253,0.000206,0,18.97415,0.05,0
16,15,47,46,-19.042525,0.000229,0,13.05459,0.00031,0
16,16,48,48,-26.01553355,0.0000013,0,15.04433,0.00023,0
16,17,49,50,-26.58585434,0.0000013,0,8.64164,0,0
16,18,50,52,-29.931685,0.000045,0,11.41715,0.00004,0
16,19,51,54,-28.846206,0.00004,0,6.98584,0.00004,0
16,20,52,56,-30.664131,0.000188,0,9.88924,0.00019,0
16,21,53,58,-26.896417,0.000198,0,4.3036,0.00006,0
16,22,54,60,-26.861203,0.007172,0,8.0361,0.00717,0
16,23,55,62,-23.162667,0.05,0,4.37278,0.05051,0
16,24,56,64,-22.837846,0.003982,0,7.7465,0.05016,0
16,25,57,66,-19.008577,0.004099,0,4.24205,0.00571,0
16,26,58,68,-17.637746,0.002794,0,6.70049,0.00496,0
16,27,59,70,-12.195459,0.00497,0,2.62903,0.0057,0
16,28,60,72,-9.204233,0.005216,0,5.08009,0.00721,0
16,29,61,74,-3.989589,1.035356,0,2.85667,1.03537,0
16,30,62,76,0.34,0.5,1,3.742,1.15,1
16,31,63,78,7.37,0.5,1,1.041,0.707,1
16,32,64,80,12.761,0.596,1,2.68,0.778,1
16,33,65,82,21.093,0.667,1,-0.26,0.3,1
17,11,45,39,27.516,0.596,1,NaN,NaN,
17,12,46,41,13.162176,0.18868,0,22.425,0.625,1
17,13,47,43,4.443,0.196,1,16.79,0.272,1
17,14,48,45,-7.034551,0.003447,0,19.549,0.196,1
17,15,49,47,-13.334674,0.000562,0,14.37144,0.00349,0
17,16,50,49,-21.003337,0.000391,0,15.73998,0.00068,0
17,17,51,51,-24.440082,0.000049,0,11.50806,0.00039,0
17,18,52,53,-29.013528,0.000035,0,12.64476,0.00005,0
17,19,53,55,-29.522005,0.000036,0,8.57979,0,0
17,20,54,57,-31.761538,0.000052,0,10.31085,0.00006,0
17,21,55,59,-29.798103,0.000098,0,6.10788,0.00008,0
17,22,56,61,-29.800205,0.001732,0,8.07342,0.00173,0
17,23,57,63,-27.557813,0.032066,0,5.82893,0.03211,0
17,24,58,65,-27.307189,0.068723,0,7.82069,0.07584,0
17,25,59,67,-24.831767,0.059616,0,5.5959,0.09098,0
17,26,60,69,-24.159508,0.061858,0,7.39906,0.08591,0
17,27,61,71,-20.384523,0.136321,0,4.29633,0.1497,0
17,28,62,73,-18.262543,0.136163,0,5.94934,0.19268,0
17,29,63,75,-13.859398,0.208661,0,3.66817,0.24916,0
17,30,64,77,-9.78,0.4,1,3.992,0.451,1
17,31,65,79,-4.28,0.5,1,2.572,0.64,1
17,32,66,81,0.94,0.6,1,2.851,0.781,1
17,33,67,83,7.74,0.6,1,1.271,0.848,1
17,34,68,85,14.29,0.7,1,1.521,0.922,1
18,12,48,42,20.931147,0.206155,0,NaN,NaN,
18,13,49,44,11.325,0.2,1,17.677,0.287,1
18,14,50,46,-2.200351,0.00177,0,21.597,0.2,1
18,15,51,48,-9.384292,0.000401,0,15.25526,0.00181,0
18,16,52,50,-18.37829,0.000078,0,17.06531,0.00041,0
18,17,53,52,-23.047284,0.00068,0,12.74031,0.00068,0
18,18,54,54,-30.23154,0.000027,0,15.25557,0.00068,0
18,19,55,56,-30.947664,0.000207,0,8.78744,0.00021,0
18,20,56,58,-34.714821,0.000195,0,11.83847,0.00028,0
18,21,57,60,-33.24219,0.005,0,6.59869,0.005,0
18,22,58,62,-35.03989464,0.0000022,0,9.86902,0.005,0
18,23,59,64,-33.067505,0.000347,0,6.09893,0.00035,0
18,24,60,66,-34.422675,0.005775,0,9.42649,0.00579,0
18,25,61,68,-32.009808,0.00531,0,5.65845,0.00785,0
18,26,62,70,-32.673255,0.001584,0,8.73476,0.00554,0
18,27,63,72,-29.770796,0.000512,0,5.16886,0.00166,0
18,28,64,74,-29.772926,0.001118,0,8.07345,0.00123,0
18,29,65,76,-25.366338,0.001118,0,3.66473,0.00158,0
18,30,66,78,-22.281337,0.307393,0,4.98632,0.3074,0
18,31,67,80,-17.19,0.4,1,2.98,0.504,1
18,32,68,82,-13.33,0.5,1,4.211,0.64,1
18,33,69,84,-6.69,0.6,1,1.432,0.781,1
18,34,70,86,-1.28,0.6,1,2.661,0.848,1
18,35,71,88,6.791,0.699,1,0.001,0.921,1
19,13,51,45,21.098,0.401,1,NaN,NaN,
19,14,52,47,7.042,0.196,1,22.128,0.446,1
19,15,53,49,-1.22,0.196,1,16.334,0.277,1
19,16,54,51,-11.172891,0.000512,0,18.024,0.196,1
19,17,55,53,-17.417065,0.000341,0,14.31549,0.00062,0
19,18,56,55,-24.800199,0.000094,0,15.45445,0.00035,0
19,19,57,57,-28.800755,0.000195,0,12.07187,0.00022,0
19,20,58,59,-33.8071901,0.0000045,0,13.07775,0.0002,0
19,21,59,61,-33.535492,0.000056,0,7.79962,0.00006,0
19,22,60,63,-35.55954331,0.0000038,0,10.09537,0.00006,0
19,23,61,65,-35.022026,0.000106,0,7.5338,0.00011,0
19,24,62,67,-36.575389,0.00041,0,9.62468,0.00042,0
19,25,63,69,-35.781492,0.000419,0,7.27742,0.00059,0
19,26,64,71,-36.615638,0.000522,0,8.90546,0.00067,0
19,27,65,73,-35.413924,0.000727,0,6.8696,0.00089,0
19,28,66,75,-35.711976,0.001397,0,8.36937,0.00157,0
19,29,67,77,-32.284477,0.000773,0,4.64382,0.0016,0
19,30,68,79,-29.61149,0.000801,0,5.39833,0.00111,0
19,31,69,81,-25.727848,0.007731,0,4.18767,0.00777,0
19,32,70,83,-22.516196,0.013047,0,4.85967,0.01517,0
19,33,71,85,-17.137627,0.033534,0,2.69275,0.03598,0
19,34,72,87,-12.295721,0.111779,0,3.22941,0.1167,0
19,35,73,89,-5.002,0.596,1,0.778,0.607,1
19,36,74,91,0.708,0.699,1,2.361,0.918,1
19,37,75,93,7.927,0.801,1,0.852,1.063,1
20,14,54,48,13.851,0.298,1,NaN,NaN,
20,15,55,50,4.788,0.196,1,17.135,0.357,1
20,16,56,52,-6.451149,0.04,0,19.31,0.2,1
20,17,57,54,-13.136066,0.000634,0,14.75623,0.04001,0
20,18,58,56,-22.058499,0.000194,0,16.99375,0.00066,0
20,19,59,58,-27.282702,0.000596,0,13.29552,0.00063,0
20,20,60,60,-34.846384,0.000021,0,15.635,0.0006,0
20,21,61,62,-35.13789,0.000138,0,8.36282,0.00014,0
20,22,62,64,-38.547245,0.000149,0,11.48067,0.00006,0
20,23,63,66,-38.408822,0.000228,0,7.93289,0.00017,0
20,24,64,68,-41.468675,0.000325,0,11.13117,0.00023,0
20,25,65,70,-40.812174,0.000366,0,7.41482,0.00017,0
20,26,66,72,-43.139361,0.002235,0,10.3985,0.00226,0
20,27,67,74,-42.344418,0.002222,0,7.27637,0.00027,0
20,28,68,76,-44.224629,0.000096,0,9.95153,0.00222,0
20,29,69,78,-41.299765,0.000201,0,5.14645,0.00018,0
20,30,70,80,-39.589224,0.001584,0,6.36078,0.0016,0
20,31,71,82,-36.332304,0.000522,0,4.8144,0.00167,0
20,32,72,84,-34.266266,0.000671,0,6.00528,0.00085,0
20,33,73,86,-29.387704,0.04378,0,3.19276,0.04379,0
20,34,74,88,-25.160585,0.048438,0,3.8442,0.06529,0
20,35,75,90,-18.35,0.3,1,1.261,0.304,1
20,36,76,92,-13.898,0.4,1,3.619,0.5,1
20,37,77,94,-6.874,0.4,1,1.048,0.565,1
20,38,78,96,-1.919,0.5,1,3.116,0.64,1
21,15,57,51,15.351,0.298,1,NaN,NaN,
21,16,58,53,3.52,0.3,1,19.902,0.423,1
21,17,59,55,-4.249,0.2,1,15.841,0.361,1
21,18,60,57,-14.172709,0.024,0,17.995,0.202,1
21,19,61,59,-20.523335,0.002828,0,14.42194,0.02417,0
21,20,62,61,-28.642412,0.000083,0,16.19039,0.00283,0
21,21,63,63,-32.121153,0.000169,0,11.55006,0.00016,0
21,22,64,65,-36.188102,0.001863,0,12.13827,0.00186,0
21,23,65,67,-37.815985,0.001756,0,9.6992,0.00255,0
21,24,66,69,-41.071896,0.000675,0,11.32723,0.00188,0
21,25,67,71,-41.761219,0.000683,0,8.76064,0.0001,0
21,26,68,73,-44.336595,0.001933,0,10.64669,0.00204,0
21,27,69,75,-44.503842,0.004951,0,8.23856,0.00531,0
21,28,70,77,-46.561265,0.002698,0,10.12874,0.00564,0
21,29,71,79,-44.547382,0.015,0,6.05743,0.01524,0
21,30,72,81,-43.228684,0.02,0,6.75262,0.025,0
21,31,73,83,-40.443279,0.081852,0,5.28591,0.08426,0
21,32,74,85,-38.906808,0.094087,0,6.53485,0.12471,0
21,33,75,87,-33.8909,0.2728,0,3.05541,0.28857,0
21,34,76,89,-30.159352,0.454342,0,4.33977,0.52995,0
21,35,77,91,-24.85226,0.586841,0,2.76422,0.74217,0
21,36,78,93,-20.995875,1.304092,0,4.21493,1.43005,0
21,37,79,95,-14.876,0.4,1,1.951,1.364,1
21,38,80,97,-10.302,0.4,1,3.498,0.565,1
21,39,81,99,-4.052,0.5,1,1.821,0.64,1
21,40,82,101,0.931,0.6,1,3.088,0.781,1
22,16,60,54,10.87,0.3,1,NaN,NaN,
22,17,61,56,2.2,0.2,1,16.741,0.361,1
22,18,62,58,-8.850384,0.16,0,19.122,0.256,1
22,19,63,60,-15.697537,0.027945,0,14.91847,0.16242,0
22,20,64,62,-25.104674,0.000277,0,17.47845,0.02795,0
22,21,65,64,-29.321082,0.007245,0,12.28773,0.00725,0
22,22,66,66,-37.548569,0.0007,0,16.2988,0.00728,0
22,23,67,68,-39.00984,0.000845,0,9.53259,0.0011,0
22,24,68,70,-44.127799,0.000165,0,13.18928,0.00083,0
22,25,69,72,-44.937364,0.000115,0,8.88088,0.00013,0
22,26,70,74,-48.492709,0.000109,0,11.62666,0.00004,0
22,27,71,76,-48.563787,0.000114,0,8.1424,0.00003,0
22,28,72,78,-51.43166,0.000121,0,10.93919,0.00004,0
22,29,73,80,-49.732837,0.000505,0,6.37249,0.00049,0
22,30,74,82,-49.46982,0.007072,0,7.8083,0.00709,0
22,31,75,84,-46.831061,0.100049,0,5.43256,0.1003,0
22,32,76,86,-45.621981,0.082461,0,6.86224,0.12965,0
22,33,77,88,-41.668088,0.161602,0,4.11742,0.18142,0
22,34,78,90,-39.320048,0.121247,0,5.72328,0.20203,0
22,35,79,92,-33.915633,0.256417,0,2.6669,0.28364,0
22,36,80,94,-31.11,0.2,1,5.266,0.325,1
22,37,81,96,-25.51,0.2,1,2.471,0.283,1
22,38,82,98,-22.33,0.3,1,4.891,0.361,1
22,39,83,100,-16.35,0.4,1,2.091,0.5,1
22,40,84,102,-12.5,0.4,1,4.221,0.565,1
22,41,85,104,-5.75,0.5,1,1.322,0.64,1
22,42,86,106,-1.025,0.6,1,3.346,0.781,1
23,17,63,57,12.17,0.3,1,NaN,NaN,
23,18,64,59,0.32,0.2,1,19.921,0.361,1
23,19,65,61,-7.62,0.196,1,16.011,0.28,1
23,20,66,63,-17.916356,0.042849,0,18.368,0.2,1
23,21,67,65,-24.11638,0.181641,0,14.27134,0.18663,0
23,22,68,67,-31.886016,0.000872,0,15.84095,0.18164,0
23,23,69,69,-37.075351,0.000202,0,13.26065,0.00086,0
23,24,70,71,-42.006618,0.000169,0,13.00258,0.00011,0
23,25,71,73,-44.477694,0.000975,0,10.54239,0.00098,0
23,26,72,75,-47.961931,0.000828,0,11.55555,0.00127,0
23,27,73,77,-49.224013,0.000409,0,9.3334,0.00092,0
23,28,74,79,-52.203842,0.000401,0,11.05115,0.00008,0
